SampleID	SSPOOL	specimen_id	Pools
MADH052_ZAM-R2669_8071121670_A52_S82	SSPOOL13	ZM001P035	A52
MADH052_ZAM-R2743_8071088197_A52_S83	SSPOOL13	ZM001P036	A52
MADH052_ZAM-R2682_8071088444_A52_S88	SSPOOL13	ZM001P047	A52
MADH052_ZAM-R2780_8071097389_A52_S90	SSPOOL13	ZM001P048	A52
MADH052_ZAM-R2752_8071087884_A52_S81	SSPOOL13	ZM001P050	A52
MADH052_ZAM-R2812_8071088084_A52_S78	SSPOOL13	ZM001P055	A52
MADH056_ZAM-R2662_8071122425_A52_S242	SSPOOL10	ZM001P056	A52
MADH056_ZAM-R2685_8071088392_A52_S243	SSPOOL10	ZM001P057	A52
MADHF004_ZM001P057_8076951748_A52_S332	SSPOOLUCSF2	ZM001P057	A52
MADH056_ZAM-R2686_8071088012_A52_S246	SSPOOL10	ZM001P060	A52
MADHF003_ZM001P060_8076952371_A52_S230	SSPOOLUCSF2	ZM001P060	A52
MADH056_ZAM-R2763_8071087928_A52_S253	SSPOOL10	ZM001P063	A52
MADHF007_ZM001P063_8068288636_A52_S655	SSPOOLUCSF2	ZM001P063	A52
MADH056_ZAM-R2770_8071088184_A52_S257	SSPOOL10	ZM001P064	A52
MADH056_ZAM-R2770_8071088184_A52_S90	SSPOOL26	ZM001P064	A52
MADHF005_ZM001P064_8076951649_A52_S440	SSPOOLUCSF2	ZM001P064	A52
MADH056_ZAM-R2715_8071087981_A52_S259	SSPOOL10	ZM001P065	A52
MADHF004_ZM001P065_8068288985_A52_S335	SSPOOLUCSF2	ZM001P065	A52
MADH052_ZAM-R2768_8071121787_A52_S84	SSPOOL13	ZM001P066	A52
MADHF004_ZM001P067_8068288905_A52_S351	SSPOOLUCSF2	ZM001P067	A52
MADH056_ZAM-R2739_8071088375_A52_S252	SSPOOL10	ZM001P070	A52
MADH056_ZAM-R2739_8071088375_A52_S91	SSPOOL26	ZM001P070	A52
MADHF007_ZM001P070_8068289087_A52_S577	SSPOOLUCSF2	ZM001P070	A52
MADH052_ZAM-R2800_8071122437_A52_S76	SSPOOL13	ZM001P071	A52
MADH056_ZAM-R2781_8071088800_A52_S244	SSPOOL10	ZM001P074	A52
MADHF004_ZM001P074_8076952116_A52_S358	SSPOOLUCSF2	ZM001P074	A52
MADH056_ZAM-R2736_8071088588_A52_S247	SSPOOL10	ZM001P075	A52
MADH056_ZAM-R2785_8071088097_A52_S249	SSPOOL10	ZM001P076	A52
MADHF002_ZM001P076_8068289065_A52_S109	SSPOOLUCSF2	ZM001P076	A52
MADH014_ZAM-R3114_8071091498_A52_S50_L001	SSPOOL4	ZM002P003	A52
MADH030_ZAM-R3084_8071121153_A52_S265_L001	SSPOOL4	ZM002P042	A52
MADH030_ZAM-R3084_8071121153_A52_S434	SSPOOL5	ZM002P042	A52
MADH014_ZAM-R3131_8071091257_A52_S172_L001	SSPOOL3	ZM002P048	A52
MADH014_ZAM-R3131_8071091257_A52_S63_L001	SSPOOL4	ZM002P048	A52
MADH014_ZAM-R3148_8071091244_A52_S184_L001	SSPOOL3	ZM002P060	A52
MADH014_ZAM-R3148_8071091244_A52_S75_L001	SSPOOL4	ZM002P060	A52
MADH030_ZAM-R3081_8071121006_A52_S264_L001	SSPOOL4	ZM002P062	A52
MADH29_ZAM-R3088_8071121530_A52_S330	SSPOOL25	ZM002P076	A52
MADH029_ZAM-R3088_8071121530_A52_S203_L001	SSPOOL4	ZM002P076	A52
MADH029_ZAM-R3088_8071121530_A52_S391	SSPOOL5	ZM002P076	A52
MADH029_ZAM-R3004_8071120967_A52_S189_L001	SSPOOL4	ZM002P086	A52
MADH014_ZAM-R3115_8071091526_A52_S160_L001	SSPOOL3	ZM002P089	A52
MADH014_ZAM-R3115_8071091526_A52_S51_L001	SSPOOL4	ZM002P089	A52
MADH029_ZAM-R3054_8071121550_A52_S232_L001	SSPOOL4	ZM002P096	A52
MADH030_ZAM-R3060_8071121007_A52_S257_L001	SSPOOL4	ZM002P100	A52
MADH030_ZAM-R3067_8071121061_A52_S261_L001	SSPOOL4	ZM002P104	A52
MADH030_ZAM-R3067_8071121061_A52_S404	SSPOOL5	ZM002P104	A52
MADH030_ZAM-R3015_8071120713_A52_S250_L001	SSPOOL4	ZM002P110	A52
MADH014_ZAM-R3093_8071091391_A52_S144_L001	SSPOOL3	ZM002P111	A52
MADH029_ZAM-R3093_8071121663_A52_S206_L001	SSPOOL4	ZM002P111	A52
MADH014_ZAM-R3116_8071090958_A52_S52_L001	SSPOOL4	ZM002P114	A52
MADH014_ZAM-R3134_8071091474_A52_S175_L001	SSPOOL3	ZM002P117	A52
MADH014_ZAM-R3134_8071091474_A52_S66_L001	SSPOOL4	ZM002P117	A52
MADH014_ZAM-R3063_8071091131_A52_S122_L001	SSPOOL3	ZM002P120	A52
MADH030_ZAM-R3063_8071120974_A52_S259_L001	SSPOOL4	ZM002P120	A52
MADH014_ZAM-R3126_8071091714_A52_S168_L001	SSPOOL3	ZM002P127	A52
MADH014_ZAM-R3126_8071091714_A52_S59_L001	SSPOOL4	ZM002P127	A52
MADH014_ZAM-R3143_8071091598_A52_S181_L001	SSPOOL3	ZM002P128	A52
MADH016_ZAM-R3143_8071091598_A52_S331_L001	SSPOOL3	ZM002P128	A52
MADH014_ZAM-R3143_8071091598_A52_S72_L001	SSPOOL4	ZM002P128	A52
MADH026_ZAM-R3055_8071121484_A52_S34_L001	SSPOOL4	ZM002P131	A52
MADH030_ZAM-R3055_8071121484_A52_S254_L001	SSPOOL4	ZM002P131	A52
MADH030_ZAM-R3074_8071121292_A52_S263_L001	SSPOOL4	ZM002P137	A52
MADH014_ZAM-R3149_8071090891_A52_S185_L001	SSPOOL3	ZM002P139	A52
MADH014_ZAM-R3149_8071090891_A52_S76_L001	SSPOOL4	ZM002P139	A52
MADH014_ZAM-R3092_8071091403_A52_S143_L001	SSPOOL3	ZM002P140	A52
MADH029_ZAM-R3092_8071121434_A52_S205_L001	SSPOOL4	ZM002P140	A52
MADH029_ZAM-R2998_8071121436_A52_S188_L001	SSPOOL4	ZM002P141	A52
MADH014_ZAM-R3150_8071091149_A52_S186_L001	SSPOOL3	ZM002P143	A52
MADH014_ZAM-R3150_8071091149_A52_S77_L001	SSPOOL4	ZM002P143	A52
MADH030_ZAM-R3056_8071121375_A52_S255_L001	SSPOOL4	ZM002P149	A52
MADH014_ZAM-R3065_8071091454_A52_S124_L001	SSPOOL3	ZM002P154	A52
MADH016_ZAM-R3065_8071091454_A52_S324_L001	SSPOOL3	ZM002P154	A52
MADH029_ZAM-R3065_8071121040_A52_S200_L001	SSPOOL4	ZM002P154	A52
MADH030_ZAM-R3087_8071121447_A52_S266_L001	SSPOOL4	ZM002P155	A52
MADH029_ZAM-R3013_8071120794_A52_S191_L001	SSPOOL4	ZM002P162	A52
MADH030_ZAM-R3052_8071121196_A52_S252_L001	SSPOOL4	ZM002P166	A52
MADH029_ZAM-R3014_8071121109_A52_S192_L001	SSPOOL4	ZM002P168	A52
MADH029_ZAM-R3041_8071121303_A52_S198_L001	SSPOOL4	ZM002P169	A52
MADH029_ZAM-R3021_8071120966_A52_S193_L001	SSPOOL4	ZM002P170	A52
MADH014_ZAM-R3147_8071091105_A52_S183_L001	SSPOOL3	ZM002P177	A52
MADH014_ZAM-R3147_8071091105_A52_S74_L001	SSPOOL4	ZM002P177	A52
MADH029_ZAM-R3022_8071121614_A52_S194_L001	SSPOOL4	ZM002P181	A52
MADH014_ZAM-R3139_8071091242_A52_S70_L001	SSPOOL4	ZM002P182	A52
MADH030_ZAM-R3059_8071121496_A52_S256_L001	SSPOOL4	ZM002P185	A52
MADH030_ZAM-R3006_8071121515_A52_S249_L001	SSPOOL4	ZM002P192	A52
MADH030_ZAM-R3066_8071120927_A52_S260_L001	SSPOOL4	ZM002P195	A52
MADH014_ZAM-R3062_8071091601_A52_S121_L001	SSPOOL3	ZM002P197	A52
MADH030_ZAM-R3062_8071121137_A52_S258_L001	SSPOOL4	ZM002P197	A52
MADH030_ZAM-R3062_8071121137_A52_S403	SSPOOL5	ZM002P197	A52
MADH030_ZAM-R3033_8071121593_A52_S251_L001	SSPOOL4	ZM002P199	A52
MADH030_ZAM-R3033_8071121593_A52_S402	SSPOOL5	ZM002P199	A52
MADH029_ZAM-R3023_8071120970_A52_S195_L001	SSPOOL4	ZM002P214	A52
MADH029_ZAM-R3023_8071120970_A52_S386	SSPOOL5	ZM002P214	A52
MADH030_ZAM-R3001_8071121093_A52_S248_L001	SSPOOL4	ZM002P216	A52
MADH030_ZAM-R3001_8071121093_A52_S401	SSPOOL5	ZM002P216	A52
MADH030_ZAM-R3053_8071121214_A52_S253_L001	SSPOOL4	ZM002P217	A52
MADH031_ZAM-R1839_8071122395_A52_S358_L001	SSPOOL4	ZM003P003	A52
MADH031_ZAM-R1862_8071121769_A52_S373_L001	SSPOOL4	ZM003P004	A52
MADH031_ZAM-R1857_8071122069_A52_S368_L001	SSPOOL4	ZM003P005	A52
MADH031_ZAM-R1876_8071122215_A52_S383_L001	SSPOOL4	ZM003P007	A52
MADH031_ZAM-R1858_8071087969_A52_S369_L001	SSPOOL4	ZM003P019	A52
MADH031_ZAM-R1875_8071121827_A52_S382_L001	SSPOOL4	ZM003P029	A52
MADH031_ZAM-R1889_8071088292_A52_S392_L001	SSPOOL4	ZM003P030	A52
MADH031_ZAM-R1802_8071122510_A52_S337_L001	SSPOOL4	ZM003P034	A52
MADH031_ZAM-R1861_8071122022_A52_S372_L001	SSPOOL4	ZM003P036	A52
MADH031_ZAM-R1887_8071088834_A52_S391_L001	SSPOOL4	ZM003P037	A52
MADH031_ZAM-R1847_8071088208_A52_S362_L001	SSPOOL4	ZM003P042	A52
MADH031_ZAM-R1859_8071122010_A52_S370_L001	SSPOOL4	ZM003P045	A52
MADH031_ZAM-R1819_8071122016_A52_S347_L001	SSPOOL4	ZM003P070	A52
MADH031_ZAM-R1833_8071122504_A52_S354_L001	SSPOOL4	ZM003P081	A52
MADH031_ZAM-R1890_8071088606_A52_S393_L001	SSPOOL4	ZM003P083	A52
MADH031_ZAM-R1890_8071088606_A52_S424	SSPOOL5	ZM003P083	A52
MADH031_ZAM-R1863_8071088061_A52_S374_L001	SSPOOL4	ZM003P085	A52
MADH031_ZAM-R1827_8071088758_A52_S353_L001	SSPOOL4	ZM003P097	A52
MADH101_ZAM-R1882_8071088338_A52_S222	SSPOOL20	ZM003P101	A52
MADH031_ZAM-R1882_8071088338_A52_S387_L001	SSPOOL4	ZM003P101	A52
MADH031_ZAM-R1874_8071088260_A52_S381_L001	SSPOOL4	ZM003P111	A52
MADH031_ZAM-R1821_8071121988_A52_S349_L001	SSPOOL4	ZM003P122	A52
MADH031_ZAM-R1813_8071122560_A52_S342_L001	SSPOOL4	ZM003P129	A52
MADH031_ZAM-R1884_8071122041_A52_S388_L001	SSPOOL4	ZM003P130	A52
MADH031_ZAM-R1854_8071122124_A52_S365_L001	SSPOOL4	ZM003P132	A52
MADH031_ZAM-R1855_8071088430_A52_S366_L001	SSPOOL4	ZM003P140	A52
MADH031_ZAM-R1880_8071122221_A52_S386_L001	SSPOOL4	ZM003P158	A52
MADH031_ZAM-R1880_8071122221_A52_S422	SSPOOL5	ZM003P158	A52
MADH031_ZAM-R1824_8071088297_A52_S351_L001	SSPOOL4	ZM003P167	A52
MADH031_ZAM-R1840_8071122494_A52_S359_L001	SSPOOL4	ZM003P173	A52
MADH101_ZAM-R1879_8071122277_A52_S221	SSPOOL20	ZM003P176	A52
MADH031_ZAM-R1879_8071122277_A52_S385_L001	SSPOOL4	ZM003P176	A52
MADH031_ZAM-R1879_8071122277_A52_S421	SSPOOL5	ZM003P176	A52
MADH031_ZAM-R1885_8071122064_A52_S389_L001	SSPOOL4	ZM003P182	A52
MADH031_ZAM-R1838_8071121861_A52_S357_L001	SSPOOL4	ZM003P184	A52
MADH031_ZAM-R1856_8071121926_A52_S367_L001	SSPOOL4	ZM003P187	A52
MADH031_ZAM-R1816_8071122131_A52_S344_L001	SSPOOL4	ZM003P188	A52
MADH101_ZAM-R1860_8071088276_A52_S220	SSPOOL20	ZM003P197	A52
MADH031_ZAM-R1860_8071088276_A52_S371_L001	SSPOOL4	ZM003P197	A52
MADH031_ZAM-R1868_8071122007_A52_S377_L001	SSPOOL4	ZM003P202	A52
MADH031_ZAM-R1850_8071088711_A52_S364_L001	SSPOOL4	ZM003P207	A52
MADH031_ZAM-R1850_8071088711_A52_S418	SSPOOL5	ZM003P207	A52
MADH031_ZAM-R1886_8071122521_A52_S390_L001	SSPOOL4	ZM003P208	A52
MADH031_ZAM-R1886_8071122521_A52_S423	SSPOOL5	ZM003P208	A52
MADH031_ZAM-R1814_8071088345_A52_S343_L001	SSPOOL4	ZM003P213	A52
MADH102_ZAM-R2042_8071122190_A52_S113	SSPOOL20	ZM004P001	A52
MADH031_ZAM-R2042_8071122190_A52_S403_L001	SSPOOL4	ZM004P001	A52
MADH031_ZAM-R2042_8071122190_A52_S429	SSPOOL5	ZM004P001	A52
MADH102_ZAM-R2125_8071122590_A52_S118	SSPOOL20	ZM004P012	A52
MADH031_ZAM-R2125_8071122590_A52_S419_L001	SSPOOL4	ZM004P012	A52
MADH031_ZAM-R2125_8071122590_A52_S433	SSPOOL5	ZM004P012	A52
MADH030_ZAM-R2056_8071122214_A52_S239_L001	SSPOOL4	ZM004P013	A52
MADH031_ZAM-R2064_8071122111_A52_S407_L001	SSPOOL4	ZM004P014	A52
MADH031_ZAM-R2123_8071122391_A52_S418_L001	SSPOOL4	ZM004P018	A52
MADH076_ZAM-R2165_8071094474_A52_S130	SSPOOL14	ZM004P019	A52
MADH031_ZAM-R2112_8071121682_A52_S415_L001	SSPOOL4	ZM004P021	A52
MADH031_ZAM-R2112_8071121682_A52_S432	SSPOOL5	ZM004P021	A52
MADH076_ZAM-R2150_8071121466_A52_S131	SSPOOL14	ZM004P025	A52
MADH076_ZAM-R2196_8073803265_A52_S144	SSPOOL14	ZM004P027	A52
MADH076_ZAM-R1998_8071122101_A52_S136	SSPOOL14	ZM004P057	A52
MADH030_ZAM-R2067_8071122233_A52_S241_L001	SSPOOL4	ZM004P059	A52
MADH102_ZAM-R2182_8071094360_A52_S126	SSPOOL20	ZM004P070	A52
MADH102_ZAM-R2154_8071093905_A52_S127	SSPOOL20	ZM004P074	A52
MADH031_ZAM-R2083_8071122541_A52_S410_L001	SSPOOL4	ZM004P087	A52
MADH076_ZAM-R2178_8071120777_A52_S127	SSPOOL14	ZM004P089	A52
MADH102_ZAM-R2061_8071121770_A52_S115	SSPOOL20	ZM004P090	A52
MADH030_ZAM-R2061_8071121770_A52_S240_L001	SSPOOL4	ZM004P090	A52
MADH031_ZAM-R2016_8071121829_A52_S398_L001	SSPOOL4	ZM004P098	A52
MADH031_ZAM-R2016_8071121829_A52_S426	SSPOOL5	ZM004P098	A52
MADH076_ZAM-R2179_8071094542_A52_S145	SSPOOL14	ZM004P099	A52
MADH030_ZAM-R2091_8071122440_A52_S245_L001	SSPOOL4	ZM004P100	A52
MADH031_ZAM-R2013_8071121898_A52_S397_L001	SSPOOL4	ZM004P107	A52
MADH031_ZAM-R2074_8071122186_A52_S409_L001	SSPOOL4	ZM004P108	A52
MADH076_ZAM-R2169_8073802757_A52_S128	SSPOOL14	ZM004P109	A52
MADH031_ZAM-R2110_8071122050_A52_S414_L001	SSPOOL4	ZM004P112	A52
MADH076_ZAM-R2148_8071121383_A52_S129	SSPOOL14	ZM004P114	A52
MADH030_ZAM-R2088_8071122580_A52_S244_L001	SSPOOL4	ZM004P116	A52
MADH030_ZAM-R2088_8071122580_A52_S398	SSPOOL5	ZM004P116	A52
MADH030_ZAM-R2050_8071121916_A52_S238_L001	SSPOOL4	ZM004P117	A52
MADH076_ZAM-R2183_8071093835_A52_S141	SSPOOL14	ZM004P123	A52
MADH031_ZAM-R2113_8071121967_A52_S416_L001	SSPOOL4	ZM004P124	A52
MADH031_ZAM-R2130_8071121791_A52_S420_L001	SSPOOL4	ZM004P125	A52
MADH031_ZAM-R2037_8071122157_A52_S402_L001	SSPOOL4	ZM004P126	A52
MADH102_ZAM-R2047_8071122328_A52_S114	SSPOOL20	ZM004P128	A52
MADH030_ZAM-R2047_8071122328_A52_S237_L001	SSPOOL4	ZM004P128	A52
MADH076_ZAM-R2155_8071094084_A52_S147	SSPOOL14	ZM004P130	A52
MADH102_ZAM-R2095_8071122566_A52_S116	SSPOOL20	ZM004P140	A52
MADH031_ZAM-R2095_8071122566_A52_S411_L001	SSPOOL4	ZM004P140	A52
MADH031_ZAM-R2095_8071122566_A52_S431	SSPOOL5	ZM004P140	A52
MADH076_ZAM-R2133_8071094435_A52_S135	SSPOOL14	ZM004P141	A52
MADH102_ZAM-R2133_8071094435_A52_S119	SSPOOL20	ZM004P141	A52
MADH076_ZAM-R2146_8071093897_A52_S134	SSPOOL14	ZM004P142	A52
MADH102_ZAM-R2132_8071121094_A52_S128	SSPOOL20	ZM004P143	A52
MADH030_ZAM-R2006_8071122267_A52_S233_L001	SSPOOL4	ZM004P145	A52
MADH076_ZAM-R2140_8071094303_A52_S138	SSPOOL14	ZM004P146	A52
MADH030_ZAM-R2093_8071121853_A52_S246_L001	SSPOOL4	ZM004P147	A52
MADH030_ZAM-R2093_8071121853_A52_S399	SSPOOL5	ZM004P147	A52
MADH076_ZAM-R2158_8071121264_A52_S140	SSPOOL14	ZM004P151	A52
MADH031_ZAM-R2044_8071121869_A52_S404_L001	SSPOOL4	ZM004P152	A52
MADH031_ZAM-R2001_8071122600_A52_S395_L001	SSPOOL4	ZM004P153	A52
MADH031_ZAM-R2051_8071121709_A52_S405_L001	SSPOOL4	ZM004P155	A52
MADH031_ZAM-R2019_8071122119_A52_S399_L001	SSPOOL4	ZM004P162	A52
MADH031_ZAM-R2019_8071122119_A52_S427	SSPOOL5	ZM004P162	A52
MADH076_ZAM-R2170_8071121290_A52_S132	SSPOOL14	ZM004P169	A52
MADH076_ZAM-R2167_8071093895_A52_S133	SSPOOL14	ZM004P171	A52
MADH031_ZAM-R2000_8071122001_A52_S394_L001	SSPOOL4	ZM004P172	A52
MADH031_ZAM-R2097_8071122044_A52_S412_L001	SSPOOL4	ZM004P173	A52
MADH031_ZAM-R2099_8071122525_A52_S413_L001	SSPOOL4	ZM004P180	A52
MADH101_ZAM-R1286_8071088251_A52_S239	SSPOOL20	ZM005P001	A52
MADH032_ZAM-R1210_8071087885_A52_S317	SSPOOL5	ZM005P005	A52
MADH033_ZAM-R1246_8071088126_A52_S81	SSPOOL5	ZM005P006	A52
MADH032_ZAM-R1218_8071087997_A52_S339	SSPOOL25	ZM005P018	A52
MADH032_ZAM-R1218_8071087997_A52_S322	SSPOOL5	ZM005P018	A52
MADH032_ZAM-R1222_8071088289_A52_S344	SSPOOL25	ZM005P022	A52
MADH032_ZAM-R1222_8071088289_A52_S325	SSPOOL5	ZM005P022	A52
MADH032_ZAM-R1249_8071088093_A52_S339	SSPOOL5	ZM005P058	A52
MADH032_ZAM-R1213_8071087914_A52_S320	SSPOOL5	ZM005P060	A52
MADH031_ZAM-R1200_8071088177_A52_S333_L001	SSPOOL4	ZM005P078	A52
MADH101_ZAM-R1231_8071088067_A52_S229	SSPOOL20	ZM005P087	A52
MADH032_ZAM-R1231_8071088067_A52_S327	SSPOOL5	ZM005P087	A52
MADH032_ZAM-R1220_8071122268_A52_S323	SSPOOL5	ZM005P089	A52
MADH033_ZAM-R1243_8071122036_A52_S80	SSPOOL5	ZM005P094	A52
MADH033_ZAM-R1269_8071122346_A52_S88	SSPOOL5	ZM005P095	A52
MADH032_ZAM-R1238_8071088188_A52_S332	SSPOOL5	ZM005P104	A52
MADH033_ZAM-R1257_8071088736_A52_S83	SSPOOL5	ZM005P106	A52
MADH032_ZAM-R1265_8071088819_A52_S340	SSPOOL25	ZM005P107	A52
MADH032_ZAM-R1265_8071088819_A52_S346	SSPOOL5	ZM005P107	A52
MADH101_ZAM-R1236_8071087987_A52_S230	SSPOOL20	ZM005P108	A52
MADH032_ZAM-R1236_8071087987_A52_S331	SSPOOL5	ZM005P108	A52
MADH032_ZAM-R1226_8071122345_A52_S347	SSPOOL25	ZM005P110	A52
MADH032_ZAM-R1226_8071122345_A52_S326	SSPOOL5	ZM005P110	A52
MADH031_ZAM-R1199_8071121932_A52_S332_L001	SSPOOL4	ZM005P121	A52
MADH101_ZAM-R1273_8071088441_A52_S236	SSPOOL20	ZM005P123	A52
MADH032_ZAM-R1273_8071088441_A52_S348	SSPOOL5	ZM005P123	A52
MADH032_ZAM-R1221_8071122625_A52_S324	SSPOOL5	ZM005P128	A52
MADH032_ZAM-R1290_8071088797_A52_S361	SSPOOL5	ZM005P131	A52
MADH032_ZAM-R1214_8071088152_A52_S334	SSPOOL25	ZM005P135	A52
MADH032_ZAM-R1214_8071088152_A52_S321	SSPOOL5	ZM005P135	A52
MADH032_ZAM-R1280_8071088385_A52_S352	SSPOOL5	ZM005P140	A52
MADH032_ZAM-R1242_8071088419_A52_S336	SSPOOL5	ZM005P164	A52
MADH032_ZAM-R1248_8071088337_A52_S338	SSPOOL5	ZM005P170	A52
MADH033_ZAM-R1266_8071088053_A52_S87	SSPOOL5	ZM005P171	A52
MADH032_ZAM-R1232_8071088040_A52_S328	SSPOOL5	ZM005P182	A52
MADH033_ZAM-R1208_8071088474_A52_S74	SSPOOL5	ZM005P187	A52
MADH101_ZAM-R1219_8071088422_A52_S226	SSPOOL20	ZM005P188	A52
MADH033_ZAM-R1219_8071088422_A52_S76	SSPOOL5	ZM005P188	A52
MADH033_ZAM-R1263_8071122100_A52_S85	SSPOOL5	ZM005P191	A52
MADH031_ZAM-R1194_8071122242_A52_S329_L001	SSPOOL4	ZM005P197	A52
MADH031_ZAM-R1202_8071121773_A52_S334_L001	SSPOOL4	ZM005P198	A52
MADH031_ZAM-R1202_8071121773_A52_S415	SSPOOL5	ZM005P198	A52
MADH101_ZAM-R1212_8071088420_A52_S225	SSPOOL20	ZM005P208	A52
MADH032_ZAM-R1212_8071088420_A52_S319	SSPOOL5	ZM005P208	A52
MADH032_ZAM-R1282_8071088156_A52_S354	SSPOOL5	ZM005P209	A52
MADH101_ZAM-R1230_8071087998_A52_S228	SSPOOL20	ZM005P213	A52
MADH033_ZAM-R1230_8071087998_A52_S79	SSPOOL5	ZM005P213	A52
MADH032_ZAM-R1234_8071121802_A52_S329	SSPOOL5	ZM005P216	A52
MADH031_ZAM-R1198_8071088209_A52_S331_L001	SSPOOL4	ZM005P217	A52
MADH031_ZAM-R1198_8071088209_A52_S414	SSPOOL5	ZM005P217	A52
MADH034_ZAM-R3235_8071087955_A52_S103	SSPOOL5	ZM006P005	A52
MADH075_ZAM-R3242_8071088326_A52_S87	SSPOOL14	ZM006P007	A52
MADH034_ZAM-R3254_8071088004_A52_S109	SSPOOL5	ZM006P010	A52
MADH075_ZAM-R3353_8073723882_A52_S75	SSPOOL14	ZM006P031	A52
MADH034_ZAM-R3258_8071088319_A52_S111	SSPOOL5	ZM006P040	A52
MADH075_ZAM-R3356_8073724254_A52_S62	SSPOOL14	ZM006P042	A52
MADH034_ZAM-R3256_8071088374_A52_S110	SSPOOL5	ZM006P046	A52
MADH075_ZAM-R3352_8073724043_A52_S73	SSPOOL14	ZM006P048	A52
MADH034_ZAM-R3243_8071088237_A52_S106	SSPOOL5	ZM006P052	A52
MADH075_ZAM-R3288_8071088395_A52_S85	SSPOOL14	ZM006P055	A52
MADH034_ZAM-R3262_8071088072_A52_S112	SSPOOL5	ZM006P064	A52
MADH034_ZAM-R3230_8071088482_A52_S101	SSPOOL5	ZM006P066	A52
MADH075_ZAM-R3261_8071088141_A52_S83	SSPOOL14	ZM006P068	A52
MADH034_ZAM-R3234_8071088558_A52_S102	SSPOOL5	ZM006P075	A52
MADH075_ZAM-R3349_8073723988_A52_S68	SSPOOL14	ZM006P082	A52
MADH075_ZAM-R3304_8071097017_A52_S92	SSPOOL14	ZM006P084	A52
MADH075_ZAM-R3334_8073724432_A52_S69	SSPOOL14	ZM006P090	A52
MADH075_ZAM-R3359_8073724409_A52_S93	SSPOOL14	ZM006P092	A52
MADH075_ZAM-R3361_8073724679_A52_S86	SSPOOL14	ZM006P093	A52
MADH034_ZAM-R3281_8071088134_A52_S119	SSPOOL5	ZM006P099	A52
MADH075_ZAM-R3216_8071088439_A52_S91	SSPOOL14	ZM006P108	A52
MADH034_ZAM-R3220_8071088366_A52_S99	SSPOOL5	ZM006P114	A52
MADH034_ZAM-R3226_8071122072_A52_S100	SSPOOL5	ZM006P125	A52
MADH032_ZAM-R3289_8071122337_A52_S377	SSPOOL5	ZM006P127	A52
MADH034_ZAM-R3289_8071122337_A52_S124	SSPOOL5	ZM006P127	A52
MADH075_ZAM-R3338_8073724602_A52_S54	SSPOOL14	ZM006P129	A52
MADH034_ZAM-R3301_8071088282_A52_S129	SSPOOL5	ZM006P130	A52
MADH075_ZAM-R3348_8073723788_A52_S79	SSPOOL14	ZM006P136	A52
MADH034_ZAM-R3283_8071088340_A52_S121	SSPOOL5	ZM006P141	A52
MADH075_ZAM-R3329_8073803109_A52_S81	SSPOOL14	ZM006P146	A52
MADH075_ZAM-R3333_8071094095_A52_S56	SSPOOL14	ZM006P153	A52
MADH075_ZAM-R3337_8073724306_A52_S64	SSPOOL14	ZM006P154	A52
MADH075_ZAM-R3346_8073724446_A52_S60	SSPOOL14	ZM006P163	A52
MADH075_ZAM-R3395_8071121525_A52_S65	SSPOOL14	ZM006P168	A52
MADH075_ZAM-R3251_8071088529_A52_S90	SSPOOL14	ZM006P169	A52
MADH075_ZAM-R3240_8071088756_A52_S84	SSPOOL14	ZM006P172	A52
MADH032_ZAM-R3298_8071088110_A52_S343	SSPOOL25	ZM006P173	A52
MADH032_ZAM-R3298_8071088110_A52_S379	SSPOOL5	ZM006P173	A52
MADH075_ZAM-R3274_8071088408_A52_S95	SSPOOL14	ZM006P174	A52
MADH075_ZAM-R3383_8071120753_A52_S57	SSPOOL14	ZM006P181	A52
MADH034_ZAM-R3249_8071088675_A52_S107	SSPOOL5	ZM006P182	A52
MADH075_ZAM-R3323_8071121252_A52_S78	SSPOOL14	ZM006P183	A52
MADH075_ZAM-R3384_8071121208_A52_S80	SSPOOL14	ZM006P184	A52
MADH075_ZAM-R3317_8073803269_A52_S51	SSPOOL14	ZM006P188	A52
MADH034_ZAM-R3285_8071088449_A52_S123	SSPOOL5	ZM006P192	A52
MADH032_ZAM-R3285_8071088449_A52_S376	SSPOOL5	ZM006P192	A52
MADH032_ZAM-R3284_8071088639_A52_S375	SSPOOL5	ZM006P195	A52
MADH034_ZAM-R3284_8071088639_A52_S122	SSPOOL5	ZM006P195	A52
MADH075_ZAM-R3319_8071094591_A52_S76	SSPOOL14	ZM006P212	A52
MADH034_ZAM-R3264_8071087920_A52_S113	SSPOOL5	ZM006P217	A52
MADH075_ZAM-R3312_8071094428_A52_S58	SSPOOL14	ZM006P219	A52
MADH075_ZAM-R3341_8073723833_A52_S63	SSPOOL14	ZM006P220	A52
MADH015_ZAM-R394_8071095662_A52_S275_L001	SSPOOL3	ZM007P021	A52
MADH015_ZAM-R394_8071095662_A52_S161_L001	SSPOOL4	ZM007P021	A52
MADH015_ZAM-R390_8071096490_A52_S271_L001	SSPOOL3	ZM007P050	A52
MADH015_ZAM-R390_8071096490_A52_S157_L001	SSPOOL4	ZM007P050	A52
MADH15_ZAM-R370_8071095606_A52_S311	SSPOOL25	ZM007P054	A52
MADH015_ZAM-R370_8071095606_A52_S138_L001	SSPOOL4	ZM007P054	A52
MADH015_ZAM-R400_8071095927_A52_S281_L001	SSPOOL3	ZM007P060	A52
