SampleID	SSPOOL	specimen_id	Pools
MADH106_KZN7257_8073803106_A52_S93	SSPOOL21	K0003876	A52
MADH106_KZN7273_8073803355_A52_S105	SSPOOL21	K0003883	A52
MADH106_KZN7294_8073811782_A52_S116	SSPOOL21	K0003885	A52
MADH106_KZN7298_8073803394_A52_S118	SSPOOL21	K0003892	A52
MADH126_KZN8292_8073797277_A52_S274	SSPOOL27	K0003987	A52
MADH127_KZN6418_8073723952_A52_S332	SSPOOL27	K0004260	A52
MADH127_KZN6883_8073723914_A52_S342	SSPOOL27	K0004298	A52
MADH002_KZN7158_A52_S151_L001	SSPOOL1	K0004311	A52
MADH127_KZN7158_8073811308_A52_S344	SSPOOL27	K0004311	A52
MADH106_KZN7342_8073803457_A52_S145	SSPOOL21	K0004329	A52
MADH106_KZN7336_8073803283_A52_S144	SSPOOL21	K0004333	A52
MADH106_KZN7351_8073803057_A52_S152	SSPOOL21	K0004348	A52
Res_053-Res_049-KZN4222-A2_S68	SSPOOLY	K0005036	AB2
Res_053-Res_049-KZN4308-A2_S42	SSPOOLY	K0005048	AB2
MADH001_KZN6392_A52_S2_L001	SSPOOL1	K0005278	A52
GenE8-MH-1-2023-04-25-8068186882-PR1A5_S24_L001	SSPOOLUCSF1	K0005287	A52
Res059_KZN6347_A52_S16_L001	SSPOOLZ	K0005287	A52
GenE8-MH-2-2023-04-25-8068186690-PR1A5_S90_L001	SSPOOLUCSF1	K0005288	A52
MADH127_KZN6532_8073723880_A52_S353	SSPOOL27	K0005328	A52
Res_053-Res_049-KZN4017-A2_S45	SSPOOLY	K0007538	AB2
MADH106_KZN7318_8073803169_A52_S129	SSPOOL21	K0007670	A52
GenE8-MH-1-2023-04-25-8068186947-PR1A5_S37_L001	SSPOOLUCSF1	K0008477	A52
Res_053-Res_048-KZN3722-A2_S18	SSPOOLY	K0008477	AB2
MADH001_KZN6764_A52_S10_L001	SSPOOL1	K0008581	A52
MADH122_KZN6764_8073811162_A52_S152	SSPOOL25	K0008581	A52
MADH127_KZN6406_8073723961_A52_S363	SSPOOL27	K0008584	A52
MADH127_KZN6405_8073724590_A52_S364	SSPOOL27	K0008585	A52
Res060_KZN6405_A52_S26_L001	SSPOOLZ	K0008585	A52
GenE8-MH-2-2023-04-25-8068187158-PR1A5_S88_L001	SSPOOLUCSF1	K0008592	A52
Res_053-Res_048-KZN3973-A2_S23	SSPOOLY	K0008648	AB2
MADH106_KZN7372_8073803464_A52_S170	SSPOOL21	K0008781	A52
MADH107_KZN7435_8073812180_A52_S209	SSPOOL21	K0008785	A52
MADH107_KZN7400_8073811903_A52_S186	SSPOOL21	K0008791	A52
MADH106_KZN7320_8073811928_A52_S130	SSPOOL21	K0008792	A52
MADH002_KZN6766_A52_S135_L001	SSPOOL1	K0008793	A52
MADH127_KZN6766_8073724123_A52_S366	SSPOOL27	K0008793	A52
MADH002_KZN6773_A52_S136_L001	SSPOOL1	K0008794	A52
MADH127_KZN6773_8073724154_A52_S367	SSPOOL27	K0008794	A52
Res060_KZN6417_A52_S30_L001	SSPOOLZ	K0008798	A52
MADH122_KZN5717_8073812093_A52_S102	SSPOOL25	K0008804	A52
MADH106_KZN7382_8073802743_A52_S179	SSPOOL21	K0008902	A52
MADH127_KZN6536_8073723942_A52_S368	SSPOOL27	K0008921	A52
MADH127_KZN6475_8073724497_A52_S369	SSPOOL27	K0008926	A52
MADH127_KZN6479_8073724431_A52_S370	SSPOOL27	K0008927	A52
MADH127_KZN6480_8073724061_A52_S372	SSPOOL27	K0008929	A52
Res060_KZN6480_A52_S36_L001	SSPOOLZ	K0008929	A52
MADH001_KZN7121_A52_S27_L001	SSPOOL1	K0008996	A52
MADH122_KZN7121_8073811760_A52_S170	SSPOOL25	K0008996	A52
MADH124_KZN7171_8073812075_A52_S195	SSPOOL25	K0009014	A52
MADH013_KZN7171_N_A_A52_S87_L001	SSPOOL3	K0009014	A52
MADH016_KZN7171_N_A_A52_S307_L001	SSPOOL3	K0009014	A52
MADH124_KZN7169_8073812113_A52_S194	SSPOOL25	K0009016	A52
MADH013_KZN7169_N_A_A52_S85_L001	SSPOOL3	K0009016	A52
MADH016_KZN7169_N_A_A52_S305_L001	SSPOOL3	K0009016	A52
MADH106_KZN7359_8073811654_A52_S157	SSPOOL21	K0009028	A52
MADH107_KZN7720_8073812068_A52_S245	SSPOOL21	K0009057	A52
MADH127_KZN6807_8073723935_A52_S379	SSPOOL27	K0009168	A52
MADH106_KZN7310_8073811871_A52_S124	SSPOOL21	K0009280	A52
MADH107_KZN7414_8073812155_A52_S190	SSPOOL21	K0009281	A52
MADH107_KZN7418_8073812145_A52_S191	SSPOOL21	K0009283	A52
MADH107_KZN7411_8073812084_A52_S189	SSPOOL21	K0009290	A52
MADH107_KZN7403_8073812242_A52_S188	SSPOOL21	K0009292	A52
MADH106_KZN7315_8073803442_A52_S127	SSPOOL21	K0009298	A52
MADH106_KZN7283_8073803334_A52_S112	SSPOOL21	K0009337	A52
MADH106_KZN7287_8073811666_A52_S114	SSPOOL21	K0009393	A52
MADH107_KZN7602_8073811848_A52_S239	SSPOOL21	K0009406	A52
MADH107_KZN7432_8073812131_A52_S206	SSPOOL21	K7432	A52
Res_053-Res_048-KZN3732-A2_S2	SSPOOLY	KZN3732	AB2
GenE8-MH-1-2023-04-25-8068187023-PR1A5_S23_L001	SSPOOLUCSF1	KZN6315	A52
Res059_KZN6315_A52_S8_L001	SSPOOLZ	KZN6315	A52
MADH127_KZN6780_8073723936_A52_S380	SSPOOL27	KZN6780	A52
MADH001_KZN7074_A52_S24_L001	SSPOOL1	KZN7074	A52
MADH122_KZN7074_8073811271_A52_S165	SSPOOL25	KZN7074	A52
MADH120_MPN18734_8071091316_A52_S127	SSPOOL24	M0000284	A52
MADH001_MPN15591_A52_S49_L001	SSPOOL1	M0000286	A52
MADH115_MPN15591_8073723859_A52_S163	SSPOOL23	M0000286	A52
MADH001_MPN15592_A52_S50_L001	SSPOOL1	M0000287	A52
MADH115_MPN15592_8073723962_A52_S164	SSPOOL23	M0000287	A52
MADH117_MPN16262_8073811571_A52_S295	SSPOOL24	M0000289	A52
Res064_MPN16262_A52_S46_L001	SSPOOLR64	M0000289	A52
020822_M13567_AB2_S73	SSPOOLR42	M0000621	AB2
GenE8-MH-1-2023-04-25-8068186393-PR1A5_S4_L001	SSPOOLUCSF1	M0000621	A52
GenE8-MH-2-2023-04-25-8068186387-PR1A5_S84_L001	SSPOOLUCSF1	M0000625	A52
MADH119_MPN16665_8073811630_A52_S201	SSPOOL23	M0000688	A52
MADH117_MPN16802_8073811706_A52_S366	SSPOOL24	M0000689	A52
Res064_MPN16802_A52_S72_L001	SSPOOLR64	M0000689	A52
MADH119_MPN16910_8073812207_A52_S213	SSPOOL23	M0000692	A52
MADH119_MPN17126_8073812277_A52_S250	SSPOOL23	M0000698	A52
MADH003_MPN17125_A52_S279_L001	SSPOOL1	M0000699	A52
MADH121_MPN17125_8073811836_A52_S43	SSPOOL25	M0000699	A52
MADH119_MPN17362_8073811590_A52_S274	SSPOOL23	M0000703	A52
MADH110_MPN17969_8073724452_A52_S122	SSPOOL22	M0000717	A52
MADH094_MPN18372_8073803215_A52_S304	SSPOOL18	M0000728	A52
MADH009_MPN18372_A52_S178	SSPOOL2	M0000728	A52
MADH094_MPN19499_8073724456_A52_S379	SSPOOL18	M0000736	A52
MADH114_MPN19864_8073811207_A52_S344	SSPOOL23	M0000739	A52
MADH102_MPN19983_8073803427_A52_S167	SSPOOL20	M0000752	A52
MADH114_MPN20324_8073811717_A52_S378	SSPOOL23	M0000757	A52
MADH103_MPN20430_8073803367_A52_S369	SSPOOL20	M0000763	A52
020822_M13546_AB2_S62	SSPOOLR42	M0000764	AB2
GenE8-MH-2-2023-04-25-8068186711-PR1A5_S82_L001	SSPOOLUCSF1	M0000764	A52
MADH116_MPN21100_8073811199_A52_S236	SSPOOL24	M0000765	A52
MADH116_MPN21107_8073812111_A52_S204	SSPOOL24	M0000766	A52
020822_M13543_AB2_S61	SSPOOLR42	M0000780	AB2
GenE8-MH-1-2023-04-25-8068187026-PR1A5_S51_L001	SSPOOLUCSF1	M0000780	A52
MADH117_MPN16539_8073812229_A52_S364	SSPOOL24	M0000790	A52
MADH115_MPN15214_8073724052_A52_S147	SSPOOL23	M0000812	A52
MADH115_MPN15024_8073724663_A52_S140	SSPOOL23	M0000822	A52
MADH125_MPN15025_8073724053_A52_S172	SSPOOL27	M0000823	A52
MADH123_MPN15213_8073724682_A52_S51	SSPOOL27	M0000827	A52
MADH115_MPN15961_8073724173_A52_S183	SSPOOL23	M0000892	A52
MADH117_MPN16438_8073811704_A52_S311	SSPOOL24	M0000894	A52
MADH117_MPN16799_8073811547_A52_S314	SSPOOL24	M0000895	A52
Res064_MPN16799_A52_S71_L001	SSPOOLR64	M0000895	A52
MADH117_MPN16798_8073811679_A52_S333	SSPOOL24	M0000912	A52
Res064_MPN16798_A52_S70_L001	SSPOOLR64	M0000912	A52
MADH003_MPN16128_A52_S216_L001	SSPOOL1	M0000920	A52
MADH103_MPN20445_8073803090_A52_S378	SSPOOL20	M0001211	A52
MADH103_MPN20447_8073802714_A52_S380	SSPOOL20	M0001212	A52
MADH105_MPN20160_8073803089_A52_S358	SSPOOL21	M0001217	A52
MADH116_MPN19922_8073811979_A52_S238	SSPOOL24	M0001223	A52
MADH116_MPN19921_8073811225_A52_S227	SSPOOL24	M0001225	A52
MADH114_MPN19794_8073811735_A52_S294	SSPOOL23	M0001228	A52
MADH114_MPN19831_8073811190_A52_S318	SSPOOL23	M0001229	A52
MADH102_MPN19977_8073802570_A52_S178	SSPOOL20	M0001241	A52
MADH114_MPN19793_8073812282_A52_S293	SSPOOL23	M0001245	A52
MADH092_MPN18888_8071091695_A52_S154	SSPOOL18	M0001251	A52
MADH094_MPN18768_8071091004_A52_S343	SSPOOL18	M0001262	A52
MADH118_MPN18377_8073812294_A52_S46	SSPOOL24	M0001278	A52
MADH009_MPN17600_A52_S126	SSPOOL2	M0001288	A52
MADH118_MPN17600_8073811160_A52_S23	SSPOOL24	M0001288	A52
MADH009_MPN17601_A52_S127	SSPOOL2	M0001289	A52
MADH118_MPN17601_8073811178_A52_S24	SSPOOL24	M0001289	A52
MADH009_MPN17602_A52_S128	SSPOOL2	M0001290	A52
MADH118_MPN17602_8073811180_A52_S25	SSPOOL24	M0001290	A52
MADH110_MPN17424_8073724471_A52_S141	SSPOOL22	M0001295	A52
MADH119_MPN17341_8073811618_A52_S264	SSPOOL23	M0001300	A52
MADH003_MPN17132_A52_S282_L001	SSPOOL1	M0001304	A52
MADH117_MPN17132_8073811795_A52_S380	SSPOOL24	M0001304	A52
MADH117_MPN16659_8073812053_A52_S317	SSPOOL24	M0001325	A52
Res064_MPN16659_A52_S65_L001	SSPOOLR64	M0001325	A52
MADH114_MPN19846_8073811174_A52_S330	SSPOOL23	M0001364	A52
MADH114_MPN19847_8073811328_A52_S331	SSPOOL23	M0001368	A52
MADH114_MPN19860_8073812187_A52_S341	SSPOOL23	M0001369	A52
MADH094_MPN19501_8073724262_A52_S381	SSPOOL18	M0001372	A52
MADH095_MPN19525_8073803189_A52_S227	SSPOOL19	M0001377	A52
MADH094_MPN19190_8071120779_A52_S368	SSPOOL18	M0001380	A52
MADH108_MPN17778_8073724347_A52_S95	SSPOOL23	M0001666	A52
MADH127_MPN17778_8073724347_A52_S383	SSPOOL27	M0001666	A52
MADH009_MPN17966_A52_S156	SSPOOL2	M0001745	A52
MADH118_MPN17966_8073811790_A52_S43	SSPOOL24	M0001745	A52
MADH117_MPN17097_8073811898_A52_S302	SSPOOL24	M0001768	A52
Res064_MPN17097_A52_S87_L001	SSPOOLR64	M0001768	A52
MADH114_MPN19870_8073812198_A52_S349	SSPOOL23	M0001769	A52
GenE8-MH-1-2023-04-25-8068187008-PR1A5_S22_L001	SSPOOLUCSF1	M0002428	A52
020822_M13569_AB2_S74	SSPOOLR42	M0002442	AB2
GenE8-MH-2-2023-04-25-8068186452-PR1A5_S79_L001	SSPOOLUCSF1	M0002442	A52
MADH114_MPN19871_8073811577_A52_S350	SSPOOL23	M0002566	A52
MADH094_MPN19180_8071122454_A52_S364	SSPOOL18	M0002567	A52
MADH092_MPN18884_8071121423_A52_S151	SSPOOL18	M0002568	A52
MADH115_MPN15916_8073724716_A52_S180	SSPOOL23	M0002578	A52
MADH103_MPN20431_8073802932_A52_S370	SSPOOL20	M0002610	A52
MADH114_MPN20315_8073811802_A52_S371	SSPOOL23	M0002611	A52
MADH095_MPN19476_8073803251_A52_S195	SSPOOL19	M0002617	A52
MADH114_MPN19865_8073811574_A52_S345	SSPOOL23	M0002618	A52
MADH119_MPN17048_8073811334_A52_S218	SSPOOL23	M0002622	A52
MADH104_MPN-16256_8073724359_A52_S53	SSPOOL21	M0002624	A52
MADH123_MPN16125_8073797394_A52_S65	SSPOOL27	M0002630	A52
MADH110_MPN17592_8073724072_A52_S138	SSPOOL22	M0002969	A52
MADH114_MPN19852_8073812243_A52_S335	SSPOOL23	M0002999	A52
MADH116_MPN19919_8073811657_A52_S223	SSPOOL24	M0003016	A52
MADH116_MPN19918_8073812285_A52_S249	SSPOOL24	M0003017	A52
MADH095_MPN20382_8073802886_A52_S286	SSPOOL19	M0003038	A52
020822_M13574_AB2_S77	SSPOOLR42	M0003147	AB2
020822_M13559_AB2_S68	SSPOOLR42	M0003148	AB2
GenE8-MH-1-2023-04-25-8068186732-PR1A5_S38_L001	SSPOOLUCSF1	M0003148	A52
MADH119_MPN17123_8073812251_A52_S249	SSPOOL23	M0003339	A52
MADH104_MPN-15965_8073724131_A52_S15	SSPOOL21	M0003529	A52
MADH104_MPN-15917_8073724467_A52_S2	SSPOOL21	M0003530	A52
MADH123_MPN15227_8073724396_A52_S29	SSPOOL27	M0003533	A52
MADH123_MPN15228_8073724344_A52_S37	SSPOOL27	M0003534	A52
MADH104_MPN-16271_8073724321_A52_S55	SSPOOL21	M0003969	A52
MADH123_MPN15307_8073724225_A52_S45	SSPOOL27	M0003991	A52
MADH115_MPN14742_8073724428_A52_S111	SSPOOL23	M0003994	A52
MADH104_MPN-15955_8073724064_A52_S7	SSPOOL21	M0004018	A52
MADH117_MPN16138_8073811920_A52_S346	SSPOOL24	M0004023	A52
Res064_MPN16138_A52_S39_L001	SSPOOLR64	M0004023	A52
MADH117_MPN16140_8073812103_A52_S360	SSPOOL24	M0004025	A52
MADH003_MPN16287_A52_S232_L001	SSPOOL1	M0004028	A52
MADH123_MPN16287_8073797025_A52_S85	SSPOOL27	M0004028	A52
MADH117_MPN16514_8073812057_A52_S334	SSPOOL24	M0004035	A52
MADH123_MPN16516_8073797332_A52_S73	SSPOOL27	M0004038	A52
MADH003_MPN16908_A52_S268_L001	SSPOOL1	M0004048	A52
MADH121_MPN16908_8073811994_A52_S37	SSPOOL25	M0004048	A52
MADH003_MPN16800_A52_S259_L001	SSPOOL1	M0004051	A52
MADH121_MPN16800_8073812177_A52_S33	SSPOOL25	M0004051	A52
MADH119_MPN17076_8073811599_A52_S228	SSPOOL23	M0004059	A52
MADH119_MPN17088_8073812210_A52_S236	SSPOOL23	M0004062	A52
MADH003_MPN17115_A52_S278_L001	SSPOOL1	M0004064	A52
MADH121_MPN17115_8073811260_A52_S42	SSPOOL25	M0004064	A52
MADH117_MPN17091_8073811301_A52_S336	SSPOOL24	M0004065	A52
Res064_MPN17091_A52_S83_L001	SSPOOLR64	M0004065	A52
MADH120_MPN19194_8071121036_A52_S150	SSPOOL24	M0004076	A52
MADH094_MPN18703_8071090921_A52_S327	SSPOOL18	M0004082	A52
MADH092_MPN19329_8071121229_A52_S190	SSPOOL18	M0004087	A52
MADH114_MPN19876_8073811751_A52_S353	SSPOOL23	M0004092	A52
MADH114_MPN19836_8073812080_A52_S323	SSPOOL23	M0004093	A52
MADH114_MPN19841_8073811766_A52_S327	SSPOOL23	M0004095	A52
MADH116_MPN19905_8073812238_A52_S202	SSPOOL24	M0004110	A52
MADH102_MPN20028_8073802670_A52_S191	SSPOOL20	M0004111	A52
MADH103_MPN20029_8073802754_A52_S321	SSPOOL20	M0004113	A52
MADH105_MPN20508_8073803383_A52_S310	SSPOOL21	M0004124	A52
MADH095_MPN20380_8073803430_A52_S284	SSPOOL19	M0004127	A52
MADH125_MPN15035_8073724458_A52_S175	SSPOOL27	M0004299	A52
MADH094_MPN18376_8073802750_A52_S306	SSPOOL18	M0004596	A52
MADH009_MPN18376_A52_S180	SSPOOL2	M0004596	A52
MADH119_MPN16894_8073811828_A52_S209	SSPOOL23	M0005068	A52
MADH114_MPN19869_8073811780_A52_S348	SSPOOL23	M0005071	A52
MADH119_MPN16895_8073811637_A52_S210	SSPOOL23	M0005076	A52
Res064_MPN16912_A52_S77_L001	SSPOOLR64	M0005105	A52
MADH002_MPN18158_A52_S122_L001	SSPOOL1	M0005106	A52
MADH094_MPN18158_8073803160_A52_S302	SSPOOL18	M0005106	A52
MADH009_MPN18158_A52_S176	SSPOOL2	M0005106	A52
MADH105_MPN20517_8073802548_A52_S316	SSPOOL21	M0005385	A52
MADH094_MPN19173_8071120994_A52_S360	SSPOOL18	M0005420	A52
MADH003_MPN16911_A52_S269_L001	SSPOOL1	M0006043	A52
MADH117_MPN16911_8073811794_A52_S357	SSPOOL24	M0006043	A52
MADH003_MPN17128_A52_S280_L001	SSPOOL1	M0006051	A52
MADH121_MPN17128_8073811959_A52_S44	SSPOOL25	M0006051	A52
MADH003_MPN16282_A52_S230_L001	SSPOOL1	M0006052	A52
MADH117_MPN16282_8073811902_A52_S370	SSPOOL24	M0006052	A52
MADH119_MPN17129_8073811665_A52_S252	SSPOOL23	M0006053	A52
MADH119_MPN17130_8073811644_A52_S253	SSPOOL23	M0006054	A52
MADH119_MPN17127_8073811265_A52_S251	SSPOOL23	M0006055	A52
MADH001_MPN17356_A52_S67_L001	SSPOOL1	M0006056	A52
MADH117_MPN17356_8073811641_A52_S316	SSPOOL24	M0006056	A52
MADH001_MPN17383_A52_S75_L001	SSPOOL1	M0006059	A52
MADH117_MPN17383_8073811564_A52_S292	SSPOOL24	M0006059	A52
MADH092_MPN18843_8071090838_A52_S115	SSPOOL18	M0006061	A52
MADH092_MPN18843_8071090838_A52_S151	SSPOOL26	M0006061	A52
MADH114_MPN20326_8073811609_A52_S380	SSPOOL23	M0006064	A52
MADH095_MPN19745_8073802538_A52_S256	SSPOOL19	M0006198	A52
MADH009_MPN18088_A52_S165	SSPOOL2	M0006453	A52
MADH104_MPN-16532_8073724669_A52_S82	SSPOOL21	M0006762	A52
MADH104_MPN-16535_8073724604_A52_S83	SSPOOL21	M0006763	A52
MADH104_MPN-16530_8073724466_A52_S81	SSPOOL21	M0006764	A52
MADH119_MPN17044_8073812166_A52_S217	SSPOOL23	M0006776	A52
MADH110_MPN17758_8073724207_A52_S165	SSPOOL22	M0006785	A52
MADH110_MPN17973_8073724484_A52_S136	SSPOOL22	M0006787	A52
MADH110_MPN17981_8073724683_A52_S159	SSPOOL22	M0006789	A52
MADH110_MPN17980_8073724703_A52_S143	SSPOOL22	M0006790	A52
MADH110_MPN18105_8073724059_A52_S164	SSPOOL22	M0006795	A52
MADH119_MPN18380_8073811559_A52_S286	SSPOOL23	M0006800	A52
MADH117_MPN17096_8073811861_A52_S327	SSPOOL24	M0006829	A52
Res064_MPN17096_A52_S86_L001	SSPOOLR64	M0006829	A52
MADH119_MPN18381_8073811709_A52_S287	SSPOOL23	M0006830	A52
MADH104_MPN-16594_8073724557_A52_S87	SSPOOL21	M0006837	A52
MADH119_MPN16595_8073811824_A52_S194	SSPOOL23	M0006841	A52
MADH119_MPN17353_8073811315_A52_S269	SSPOOL23	M0006863	A52
MADH119_MPN17355_8073811554_A52_S272	SSPOOL23	M0006868	A52
MADH110_MPN17409_8073724536_A52_S161	SSPOOL22	M0006873	A52
MADH110_MPN17407_8073724277_A52_S160	SSPOOL22	M0006877	A52
MADH119_MPN17138_8073812288_A52_S257	SSPOOL23	M0006882	A52
MADH119_MPN17050_8073811636_A52_S220	SSPOOL23	M0006889	A52
MADH119_MPN17049_8073811195_A52_S219	SSPOOL23	M0006890	A52
MADH119_MPN17376_8073811890_A52_S279	SSPOOL23	M0006893	A52
MADH001_MPN17375_A52_S73_L001	SSPOOL1	M0006895	A52
MADH117_MPN17375_8073811729_A52_S339	SSPOOL24	M0006895	A52
MADH001_MPN17351_A52_S66_L001	SSPOOL1	M0006898	A52
MADH117_MPN17351_8073811299_A52_S307	SSPOOL24	M0006898	A52
MADH110_MPN17400_8073724157_A52_S162	SSPOOL22	M0006899	A52
MADH110_MPN17401_8073724256_A52_S133	SSPOOL22	M0006901	A52
MADH110_MPN17596_8073724172_A52_S156	SSPOOL22	M0006903	A52
MADH110_MPN17782_8073724105_A52_S158	SSPOOL22	M0006910	A52
MADH092_MPN19256_8071120720_A52_S183	SSPOOL18	M0006914	A52
MADH092_MPN19257_8071121615_A52_S184	SSPOOL18	M0006921	A52
MADH092_MPN19259_8071121279_A52_S185	SSPOOL18	M0006923	A52
MADH094_MPN18757_8071090940_A52_S335	SSPOOL18	M0006942	A52
MADH110_MPN17953_8073724296_A52_S153	SSPOOL22	M0006957	A52
MADH119_MPN17061_8073811916_A52_S223	SSPOOL23	M0006973	A52
MADH119_MPN17071_8073811347_A52_S226	SSPOOL23	M0007003	A52
MADH003_MPN17072_A52_S272_L001	SSPOOL1	M0007008	A52
MADH121_MPN17072_8073811960_A52_S39	SSPOOL25	M0007008	A52
MADH119_MPN17070_8073811772_A52_S225	SSPOOL23	M0007009	A52
MADH003_MPN17062_A52_S271_L001	SSPOOL1	M0007011	A52
MADH117_MPN17062_8073811719_A52_S372	SSPOOL24	M0007011	A52
MADH119_MPN17060_8073811294_A52_S222	SSPOOL23	M0007015	A52
MADH119_MPN17073_8073811248_A52_S227	SSPOOL23	M0007017	A52
MADH119_MPN16751_8073811683_A52_S204	SSPOOL23	M0007021	A52
MADH117_MPN16276_8073811820_A52_S299	SSPOOL24	M0007034	A52
Res064_MPN16276_A52_S49_L001	SSPOOLR64	M0007034	A52
MADH104_MPN-15959_8073724366_A52_S10	SSPOOL21	M0007042	A52
MADH115_MPN16079_8073724117_A52_S187	SSPOOL23	M0007057	A52
MADH003_MPN16903_A52_S263_L001	SSPOOL1	M0007058	A52
MADH121_MPN16903_8073811843_A52_S35	SSPOOL25	M0007058	A52
MADH104_MPN-15922_8073724037_A52_S5	SSPOOL21	M0007059	A52
MADH117_MPN16265_8073811284_A52_S348	SSPOOL24	M0007060	A52
Res064_MPN16265_A52_S48_L001	SSPOOLR64	M0007060	A52
MADH115_MPN15459_8073723870_A52_S157	SSPOOL23	M0007063	A52
MADH115_MPN15958_8073724376_A52_S182	SSPOOL23	M0007067	A52
Res064_MPN15958_A52_S28_L001	SSPOOLR64	M0007067	A52
MADH117_MPN16264_8073811675_A52_S310	SSPOOL24	M0007072	A52
Res064_MPN16264_A52_S47_L001	SSPOOLR64	M0007072	A52
MADH119_MPN16754_8073811619_A52_S205	SSPOOL23	M0007076	A52
MADH117_MPN16900_8073811663_A52_S290	SSPOOL24	M0007080	A52
Res064_MPN16900_A52_S76_L001	SSPOOLR64	M0007080	A52
MADH003_MPN16904_A52_S265_L001	SSPOOL1	M0007083	A52
MADH121_MPN16904_8073811215_A52_S36	SSPOOL25	M0007083	A52
MADH009_MPN17143_A52_S101	SSPOOL2	M0007086	A52
MADH117_MPN17143_8073811755_A52_S367	SSPOOL24	M0007086	A52
MADH119_MPN17347_8073811749_A52_S265	SSPOOL23	M0007092	A52
MADH009_MPN17345_A52_S114	SSPOOL2	M0007093	A52
MADH121_MPN17345_8073812280_A52_S49	SSPOOL25	M0007093	A52
MADH009_MPN17605_A52_S129	SSPOOL2	M0007099	A52
MADH121_MPN17605_8073812202_A52_S53	SSPOOL25	M0007099	A52
MADH110_MPN17769_8073724571_A52_S129	SSPOOL22	M0007100	A52
MADH009_MPN17979_A52_S161	SSPOOL2	M0007101	A52
MADH123_MPN17979_8073811333_A52_S82	SSPOOL27	M0007101	A52
MADH009_MPN17978_A52_S160	SSPOOL2	M0007102	A52
MADH118_MPN17978_8073811561_A52_S44	SSPOOL24	M0007102	A52
MADH009_MPN17977_A52_S159	SSPOOL2	M0007105	A52
MADH123_MPN17977_8073812097_A52_S77	SSPOOL27	M0007105	A52
MADH094_MPN18375_8073803210_A52_S305	SSPOOL18	M0007110	A52
MADH009_MPN18375_A52_S179	SSPOOL2	M0007110	A52
MADH125_MPN18491_8071091468_A52_S186	SSPOOL27	M0007111	A52
MADH116_MPN19927_8073812179_A52_S234	SSPOOL24	M0007130	A52
MADH116_MPN19929_8073812140_A52_S233	SSPOOL24	M0007133	A52
MADH116_MPN19930_8073811738_A52_S224	SSPOOL24	M0007134	A52
MADH105_MPN20461_8073803305_A52_S284	SSPOOL21	M0007136	A52
MADH105_MPN20460_8073802780_A52_S283	SSPOOL21	M0007137	A52
MADH002_MPN15597_A52_S173_L001	SSPOOL1	M0007539	A52
MADH123_MPN15597_8073723865_A52_S62	SSPOOL27	M0007539	A52
MADH009_MPN17765_A52_S137	SSPOOL2	M0007542	A52
MADH118_MPN17765_8073811716_A52_S31	SSPOOL24	M0007542	A52
MADH120_MPN18486_8071091437_A52_S111	SSPOOL24	M0007546	A52
MADH103_MPN19989_8073802842_A52_S325	SSPOOL20	M0007551	A52
MADH114_MPN19878_8073811273_A52_S355	SSPOOL23	M0007564	A52
MADH117_MPN16668_8073811558_A52_S342	SSPOOL24	M0007630	A52
Res064_MPN16668_A52_S67_L001	SSPOOLR64	M0007630	A52
MADH117_MPN17075_8073811807_A52_S320	SSPOOL24	M0007634	A52
Res064_MPN17075_A52_S81_L001	SSPOOLR64	M0007634	A52
MADH116_MPN19909_8073812226_A52_S232	SSPOOL24	M0007647	A52
MADH095_MPN19524_8073803425_A52_S226	SSPOOL19	M0007649	A52
GenE8-MH-1-2023-04-25-8068186869-PR1A5_S21_L001	SSPOOLUCSF1	M0008617	A52
MADH094_MPN19480_8073724517_A52_S375	SSPOOL18	M0009263	A52
MADH103_MPN20398_8073802835_A52_S320	SSPOOL20	M0009318	A52
MADH118_MPN20342_8073811899_A52_S73	SSPOOL24	M0009330	A52
MADH105_MPN20178_8073802751_A52_S365	SSPOOL21	M0009338	A52
MADH105_MPN20176_8073803424_A52_S364	SSPOOL21	M0009339	A52
MADH105_MPN20174_8073803216_A52_S362	SSPOOL21	M0009343	A52
MADH105_MPN20175_8073802521_A52_S363	SSPOOL21	M0009344	A52
MADH118_MPN19948_8073812175_A52_S57	SSPOOL24	M0009353	A52
MADH118_MPN19939_8073811952_A52_S50	SSPOOL24	M0009354	A52
MADH118_MPN19945_8073811736_A52_S55	SSPOOL24	M0009356	A52
MADH118_MPN19954_8073811172_A52_S58	SSPOOL24	M0009363	A52
MADH123_MPN15119_8073723829_A52_S49	SSPOOL27	M0009711	A52
MADH001_MPN15304_A52_S39_L001	SSPOOL1	M0009714	A52
MADH115_MPN15304_8073724349_A52_S152	SSPOOL23	M0009714	A52
MADH115_MPN16073_8073724164_A52_S185	SSPOOL23	M0009720	A52
MADH104_MPN-16081_8073724378_A52_S27	SSPOOL21	M0009722	A52
MADH001_MPN17387_A52_S79_L001	SSPOOL1	M0009733	A52
MADH118_MPN17387_8073811300_A52_S3	SSPOOL24	M0009733	A52
MADH001_MPN17385_A52_S77_L001	SSPOOL1	M0009738	A52
MADH118_MPN17385_8073811939_A52_S1	SSPOOL24	M0009738	A52
MADH119_MPN17394_8073811555_A52_S282	SSPOOL23	M0009741	A52
MADH001_MPN17393_A52_S83_L001	SSPOOL1	M0009742	A52
MADH118_MPN17393_8073811336_A52_S8	SSPOOL24	M0009742	A52
